route_no,total_demand,required_buses,bus_stops_covered
SB71,1464,36,"PATTABIRAM, KAVARAIPALAYAM,  AVADI,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET, GUINDY TVK ESTATE"
SC51,974,24,"ADAYAR B.S., TAMBARAM EAST,  CONVENT,  MAHALAKSHMI NAGAR,  S.I.V.E.T,  Q.M ARTS (MEN),  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  SHOZHANGANALLUR P.U.OFFIC,  WATER SUPPLY HEAD WORK,  INJAMBAKKAM,  CHOLA MANDAL,  VETTUVANKANNI,  NEELANKARAI,  PALAVAKKAM,  KOTTIVAKKAM,  THIRUVANMIYUR,  ADYAR DEPOT, TAMBARAM WEST"
SE18,1461,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
SG18,1466,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
SG21,979,24,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  MANDAVELI,  ADYAR GATE,  KOTTURPURAM,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM, CHROMPET"
SG71,1471,36,"VADAPALANI B.S, Jn.OF P.T.R Rd/KAMARAJ Rd,  JAFFARKHAN PET,  CIPET,  GUINDY TVK ESTATE,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
SM171T,1471,36,"ANNA NAGAR WEST, THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY TVK ESTATE,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  I.R.T. RD.JN.,  SRP TOOLS, THIRUVANMIYUR"
SM18C,1464,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  PAZAVANTHANGAL ROAD JN.,  CHIDAMBARAM STORES,  NANGANALLUR,  MADIPAKKAM RD. JN., KILKATTALAI"
SM21GE,1467,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  DEVANATHAN ST / MANDAVELI,  ADYAR GATE,  KOTTURPURAM,  ENG.COLLEGE,  GUINDY R.S,  ST THOMAS MOUNT PO,  PAZAVANTHANGAL ROAD JN.,  CHIDAMBARAM STORES, NANGANALLUR"
SM27,1458,36,"T.NAGAR, BHARATHI NAGAR(PERIYAR PA,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  CHINMAYA NAGAR,  KOYAMBEDU P.S, C.M.B.T."
SMN45B,973,24,"ANNA SQUARE, TRIPLICANE O.T (CORPN. SC,  V.HOUSE,  V.M.STREET,  LUZ,  F.C.I OLD,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY TVK ESTATE,  ST THOMAS MOUNT PO,  JN.OF.PALAVANTHANGAL &GST,  CHIDAMBARAM STORES, NANGANALLUR"
SP19,1467,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  CHOLA MANDAL, INJAMBAKKAM"
SP19ET,1451,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  TOLLGATE,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  CLIVE BATTERY,  PARRYS,  SECRETARIAT,  CHEPAUK,  Q.M.ARTS COLLEGE,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT,  THIRUVANMIYUR,  KOTTIVAKKAM,  PALAVAKKAM,  NEELANKARAI,  VETTUVANKANNI,  CHOLA MANDAL,  INJAMBAKKAM,  PANAIYUR,  UTHANDI VILLAGE,  KANATHUR,  NATURE CARE HOSPITAL,  MUTTUKKADU,  MUTTUKKADU BOAT YARD, KOVALAM"
SP21,1455,36,"HIGH COURT, SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
ST242,981,24,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR O.T.,  A.M.S.HOSPITAL,  FORE SHORE ESTATE,  Q.M.C,  CHEPAUK,  SECRETARIAT,  PARRYS,  CENTRAL,  DOVETON,  P1.POLICE STATION,  JAMALAYA,  VEENUS,  S.R.P. COLONY,  KOLATHUR,  VINAYAGAPURAM,  KATHIRVEDU,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS, PADIYANALLUR"
ST51,1472,36,"TAMBARAM EAST, CONVENT,  MAHALAKSHMI NAGAR,  S.I.V.E.T,  JN.OF.VLY-TBM RD&MVKM-K.K,  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  SOZHINGANALLUR P.U.OFFICE,  KARAPAKKAM,  MOOTAKARAN CHAVADI,  THORAPPAKKAM TEA SHOP,  KANDANCHAVADI,  LATTICE BRIDGE, THIRUVANMIYUR"
SV151,1473,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  PADAVATTAMMAN SCHOOL,  GURUNANAK COLLEGE,  VELACHERY,  MADIPAKKAM RD. JN.,  JN.OF.ARTERIAL RD WITH 41,  TAMARIND TREE,  SUNNAMBU KOLATHUR,  VELLAIKAL,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
SV21,1451,36,"GUDUVANCHERY, PALAKKA COMPANY,  OORAPAKKAM SCHOOL,  VANDALOOR,  VANDALOOR ZOO,  PERUNGULATHUR,  IRUMBULIYUR,  TAMBARAM,  T.B.SANATORIUM,  CHROMPET,  PALLAVARAM NEW BRIDGE,  VELS UNIVERSITY,  D.J.MAT.SCHOOL,  ECHANKADU,  SUNNAMBU KOLATHUR,  KAMATCHI HOSPITAL,  MADIPAKKAM RD. JN.,  VIJAYA NAGAR,  I.R.T. RD.JN.,  LATTICE BRIDGE RD. JN., THIRUVANMIYUR"
X11J,1451,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS, TRIPLICANE"
X15A,1473,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  N.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
X16A,1458,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  TRIPLICANE,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, BESANT NAGAR"
X16D,1467,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  CLIVE BATTERY,  PARRYS,  CENTRAL,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  AVVAI HOME,  BESANT NAGAR,  INDIRA NAGAR, THIRUVANMIYUR"
X118A,1459,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  SADANANDAPURAM,  ALAPAKKAM,  NERKUNDRAM,  KOLAPAKKAM,  U.MANDAVELI, OONAMANCHERI"
X11AET,1463,36,"M.K.B.NAGAR EAST, VYASARPADI,  V. NAGAR,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  PONDY BAZAAR, T.NAGAR"
X11H,979,24,"BROADWAY, SECRETARIAT,  CHEPAUK,  ANNA ROAD P.O./DAMS ROAD,  T.V.S,  D.M.S,  PONDY BAZAAR,  ANJUGAM SCHOOL,  GOVT. GIRLS H.SC,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
X121,1478,36,"BROADWAY, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
X152B,1472,36,"BROADWAY, SECRETARIAT,  CHEPAUK,  Q.M.C,  Y.M.I.A,  MANDAVELI,  A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  KUMARAN KUNDRAM, HASTHINAPURAM"
X153,984,24,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KOYAMBEDU SCHOOL,  POONAMALLEE,  VARADARAJA PURAM, THIRUMALISAI"
X155A,1459,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  NAGALKENI,  THIRUNEERMALAI,  VAZHUTHALAMBEDU RD. JN, THIRUMUDIVAKKAM"
X162,977,24,"MADAHVARAM VILLAGE, MADHAVARAM POST BOX,  MOOLAKADAI,  MADHAVARAM,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  C.M.B.T.,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
X17M,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
X18ACT,1471,36,"THIRUSOOLAM NATIONAL AIRP, PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
X18D,1459,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  ST THOMAS MOUNT,  VANUVAMBEDU,  MADIPAKKAM RD. JN., KILKATTALAI"
X19B,1471,36,"SAIDAPET, CONCORDE,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
X22A,978,24,"AMBATHUR ESTATE, LUCAS TVS,  NATHAMUNI TALKIES,  KAMABAR ARANGAM,  SAYANI/AYNAVARAM,  KELLEYS,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  ANNA POORNA HOTEL/DAMS RD,  TRIPLICANE,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  ADAYAR O.T.,  ADAYAR DEPOT, AMBATHUR ESTATE"
X22B,1463,36,"KORATTUR, LUCAS TVS,  NATHAMUNI TALKIES,  KAMABAR ARANGAM,  SAYANI/AYNAVARAM,  KELLEYS,  DHARMAPRAKASH/PETROL BUNK,  EGMORE,  D1 POLICE STATION/DAMS RO,  TRIPLICANE, ANNA SQUARE"
X23C,972,24,"BESANT NAGAR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS, AYANAVARAM B.S"
X242,1472,36,"BROADWAY, CENTRAL,  DOVETON,  P1.POLICE STATION,  JAMALAYA,  VEENUS,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  VINAYAGAPURAM,  KATHIRVEDU,  KAVANGARAI,  AAYURVEDA ASHRAMAM, RED HILLS"
X29L,1472,36,"PERIYAR NAGAR, AGARAM,  VEENUS,  PERAMBUR B.S,  GANESH PURAM,  P1.POLICE STATION,  DOVETON,  DASAPRAKASH,  EGMORE,  ANNA ROAD P.O./DAMS ROAD,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT, THIRUVANMIYUR"
X29N,1474,36,"PERAMBUR R.S, JAMALAYA,  DASAMAHAN,  DOVETON,  LADY MCTM SCHOOL/MILLERS,  K.M.C,  STERLING Rd/METEOROLOGY D,  D.M.S,  PONDY BAZAAR,  T.NAGAR,  SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE, VELACHERY"
X32,973,24,"V. NAGAR, UNIVERCITY CLUB,  CENTRAL,  P.OR & SONS, V.HOUSE"
X32A,1459,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  UNIVERCITY CLUB,  CENTRAL,  P.OR & SONS,  V.HOUSE,  DR.AMBEDHAR BRIDGE,  SANTHOME P.O, FORE SHORE ESTATE"
X41,1468,36,"AMBATHUR O.T., TRIPLICANE,  PERIYAR BRIDGE,  EGMORE,  DASAPRAKASH,  TAYLORS ROAD,  KILPAUK GARDEN,  ICF ANNEXE,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP, ANNA SQUARE"
X41A,979,24,"ANNA SQUARE, ANNA SQUARE,  TRIPLICANE,  ANNA POORNA HOTEL/DAMS RD,  EGMORE,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  MOGAIPAIR ROAD JN.,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
X41C,984,24,"THIRUVANMIYUR, THIRUVANMIYUR,  ADAYAR DEPOT,  ADAYAR O.T.,  A.M.S.HOSPITAL,  DEVANATHAN ST / MANDAVELI,  LUZ,  F.C.I OLD,  D.M.S,  STERLING RD./METROLOG. DE,  TAYLORS ROAD,  AMINIJIKARAI,  ANNA NAGAR CIRCLE,  THIRUMANGALAM, ANNA NAGAR WEST"
X41D,982,24,"MANDAVELI, MANDAVELI,  ADYAR GATE,  DEFENCE QUARTERS,  D.M.S,  STERLING ROAD,  TAYLORS ROAD,  AMINIJIKARAI,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  JN.OF CENTRAL AVENUE&ERIK,  VINAYAGAR KOIL,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
X515A,973,24,"THIRUVALLUR, THIRUVALLUR,  EKKADU WATER TANK(TEACHER,  EKKADU CSI HOSPITAL,  EKKADU KANDIGAI,  NAZARATHPET,  MOOLAKARAI,  KIZHANOOR,  VISHNUVAKKAM,  VADHATTUR JN.,  VALLIYUR SCHOOL,  ADI DRAVIDAR HOSTEL,  TAMARAIPAKKAM,  POGALMEDU,  VENGAL,  ERNAKUPPMA,  VADAMADURAI,  VADAMADURAI KANDIGAI,  PERIYAPALAYAM, PERIYAPALAYAM TEMPLE"
X518ET,1463,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY,  GUDUVANCHERY,  THAILAPURAM,  MARAIMALAI NAGAR,  BOROSIL COMPANY, MARAIMALAI NAGAR I.E."
X51D,1477,36,"BROADWAY, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  JN.OF.VLY-TBM RD&MVKM-K.K,  VENGAIVASAL RD.JN.,  VENGAIVASAL P.H.CENTRE,  NOOTHANCHERI CROSS RD.,  MADAMBAKKAM KOIL,  BALAJI NAGAR (BHARATH ENG,  CAMP ROAD,  CONVENT, TAMBARAM EAST"
X522,484,12,"ADAYAR B.S., ADAYAR DEPOT,  LATTICE BRIDGE RD. JN.,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE,  KELAMBAKKAM,  CHENGAMMAL KOOT ROAD,  KOMAN NAGAR RD JN.,  KALAVAKKAM TEA STALL,  THIRUPPORUR,  MANAMATHI KOOT RD,  CHIRUTHAVOOR JN.,  AMMUR COLONY,  KALLIKALAM,  MANAMATHI SCHOOL, MANAMATHI"
X54F,1467,36,"MANDAVELI, A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM / MARI AMMN,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI, POONAMALLEE"
X54FET,1463,36,"MANDAVELI, A.M.S.HOSPITAL,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM / MARI AMMN,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM, AGARAM MEL"
X54L,1461,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI, VELLAVEDU"
X54LCT,1461,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  AYYAPPAN THANGAL,  KUMUNANCHAVADI,  POONAMALLEE,  VARADARAJA PURAM,  THIRUMALISAI, VELLAVEDU"
X556,1464,36,"THIRUVETRIYUR B.S, ERNAVOOR GATE,  SATHIYAMOORTHY NAGAR,  JN., OF PONNERI RD, &ERANOO,  ANDAKUPPAM,  ECHANKUZHI,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  INDIA CEMENT,  ATPEDUPUDUNGR,  ATHIPEDU CAMP,  ENNOREEBMAINGAT,  ENORETMALPOWSTN,  ENOREPORTMAINGA,  BACK WATERBRIDG,  L&T HARBOUR,  KATTUPALLIVILLA,  L&T CORNER, KATTUPALLI"
X557C,1472,36,"RED HILLS, PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  PANJETTI,  THATCHUR KOOT ROAD,  NEW ROAD,  PUDUVOYAL,  PERUVOYAL,  KAVARAPED,  VENKADU,  AYANALLUR,  GUMMUDIPOONDI R.S.,  GOVT.HOSTEL,  S.R.GATE,  ELAVUR,  THALAYARIPALAYM,  MOOLAI ROAD,  SUNNAMBUKULAM,  SALAIYANKANDIGI,  POONGULAM COLNY,  KUPPAM,  CHINNA MANGODU, KALLUR"
X557M,1468,36,"RED HILLS, PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  PANJETTI,  THATCHUR KOOT ROAD,  NEW ROAD,  PUDUVOYAL,  PERUVOYAL,  KAVARAPED,  GUMMUDIPOONDI R.S.,  GOVT.HARJNHOSTL,  S.R.KANDIGAI,  KAYALARMEDU,  NAGARAJKANDIGAI,  MELPAKKAM RD. JN.,  PETAI/PALAYAPAL,  EQUVARPALAYAM,  SORPONDERIKARAI,  SANAPUTHUR,  ALLIKULAM,  MANALLUR,  PATHIRIVEDU, MADHARAPAKKAM"
X558A,1467,36,"RED HILLS, PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  AZHINJIVAKKAM VILLAGE,  CHATHIRAM,  INAM AGARAM,  GANGAI ADI KUPPAM,  METTUPALAYAM,  PULIKULAM,  ELAVAMBEDU,  NALLUR, MINJUR"
X56P,1469,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THRUVOTRIYUR TEMPLE,  THIRUVETRIYUR B.S,  ERNAVOOR GATE,  SATHIYAMOORTHY NAGAR,  JN., OF PONNERI RD, &ERANOO,  ANDAKUPPAM,  ECHANKUZHI,  NAPALAYAM,  KONDAKKARAI,  PATTAMANDIRI,  MINJUR B.D.O, MINJUR NEW TERMINUS"
X572,1467,36,"AMBATHUR ESTATE, DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC,  AVADI,  KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  VEPPUMPATTU PULIYAMARAM,  PERUMALPATTU,  KANDAN KOLLAI,  CHEVVAIPETTAI R.S.,  THOZHUDUR,  RAMAPURAM,  KAKKALUR, THIRUVALLUR"
X572A,1476,36,"AVADI, KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  VEPPUMPATTU PULIYAMARAM,  VEPPAMPATTU ESWARAN NAGAR,  AYATHUR CHATHIRAM,  THOTTIKALAI JN.,  KILAMBAKKAM JN.,  KILAMBAKKAM WATER TANK,  VELLAKULAM JN.,  RAMAPURAM,  KAKKALUR, THIRUVALLUR"
X578A,1454,36,"VADAPALANI B.S, VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR,  SOMANGALAM RD /AMARAMBEDU,  POONTHANDALAM RD.JN.,  SOMANGALAM,  NALLUR,  AMARAMBEDU ROAD,  SUMENTHIRAMEDU KOOT ROAD,  VENGADU KOOT ROAD,  PILLAIPAKKAM,  PATTUNOOL CHATRAM, SRIPERUMPUDUR"
X592A,1467,36,"RED HILLS, PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  SAKTHI VINAYAGAR KOIL,  PANDY KAVANOOR JN.,  MANCHANKARANAI,  KANNIGAIPEIR,  DHARMAPURAM KANDIGAI,  JEYAPURAM,  AVADI ROAD JN.,  PERIYAPALAYAM,  ARIYAPAKKAM,  ATHUPAKKAM,  THANDALAM,  KARUMANOOR KANDIGAI,  PERUMBUR,  PALAVAKKAM,  ELLAMPETTAI,  THARATCHI COLONY,  THOMMARAM BEDU, UTHUKKOTTAI"
X593,1477,36,"BROADWAY, PARRYS,  CLIVE BATTERY,  V. NAGAR,  VYASARPADI,  SARMA NAGAR,  MOOLAKADAI,  MADHAVARAM,  CYCLE SHOP,  KAVANGARAI,  AAYURVEDA ASHRAMAM,  RED HILLS,  PADIYANALLUR,  SEMILIVARAM,  SHOLAVARAM,  KARANODAI,  PERIYAPALAYAM RD JN.,  SAKTHI VINAYAGAR KOIL,  PANDY KAVANOOR JN.,  MANCHANKARANAI,  KANNIGAIPEIR,  DHARMAPURAM KANDIGAI,  JEYAPURAM,  AVADI ROAD JN.,  PERIYAPALAYAM,  ARIYAPAKKAM,  THUMBAKKAM, THANDALAM"
